p_id,haptic_id,letter_id,trial_id,start_trial_time,curr_trial_time,total_trial_time,x_pos,y_pos,speed,acceleration,jerk,x_force,y_force
0,0,,0,1617570754208,1617570754582,374,28.040703,22.882587,0.0,0.0,0.0,0.3867287,0.025512116
0,0,,0,1617570754208,1617570754599,391,28.040598,22.880493,0.0,0.0,0.0,0.46235916,0.037409637
0,0,,0,1617570754208,1617570754607,399,28.042608,22.878942,0.0,0.0,0.0,0.45518,0.060759824
0,0,,0,1617570754208,1617570754614,406,28.044556,22.87597,0.0,0.0,0.0,0.5254019,0.09758079
0,0,,0,1617570754208,1617570754632,424,28.05175,22.86371,0.0,0.0,0.0,0.58988357,0.16684064
0,0,,0,1617570754208,1617570754657,449,28.06786,22.84124,0.0,0.0,0.0,0.84635365,0.17677449
0,0,,0,1617570754208,1617570754665,457,28.074028,22.834217,0.0,0.0,0.0,0.87222886,0.18762495
0,0,,0,1617570754208,1617570754673,465,28.08227,22.824139,0.0,0.0,0.0,0.99047846,0.20865014
0,0,,0,1617570754208,1617570754682,474,28.088991,22.814451,0.0,0.0,0.0,1.0210998,0.21353385
0,0,,0,1617570754208,1617570754689,481,28.095541,22.804941,0.0,0.0,0.0,1.0993042,0.21400706
0,0,,0,1617570754208,1617570754698,490,28.10265,22.793194,0.0,0.0,0.0,1.159572,0.23613831
0,0,,0,1617570754208,1617570754706,498,28.108704,22.78333,0.0,0.0,0.0,1.2302698,0.18709947
0,0,,0,1617570754208,1617570754715,507,28.11543,22.775126,0.0,0.0,0.0,1.3092043,0.19082141
0,0,,0,1617570754208,1617570754732,524,28.12934,22.750591,0.0,0.0,0.0,1.4543955,0.2544164
0,0,,0,1617570754208,1617570754739,531,28.135416,22.740686,0.0,0.0,0.0,1.5063434,0.2811747
0,0,,0,1617570754208,1617570754758,550,28.15044,22.709984,0.0,0.0,0.0,1.6811177,0.3043782
0,0,,0,1617570754208,1617570754765,557,28.156849,22.69805,0.0,0.0,0.0,1.7091553,0.30420253
0,0,,0,1617570754208,1617570754783,575,28.171667,22.664963,0.0,0.0,0.0,1.8339936,0.3270732
0,0,,0,1617570754208,1617570754791,583,28.178299,22.6473,0.0,0.0,0.0,1.8942661,0.38472325
0,0,,0,1617570754208,1617570754798,590,28.18317,22.633533,0.0,0.0,0.0,1.9553503,0.32692215
0,0,,0,1617570754208,1617570754807,599,28.187792,22.616306,0.0,0.0,0.0,1.9475989,0.3414447
0,0,,0,1617570754208,1617570754823,615,28.195736,22.584322,0.0,0.0,0.0,2.018299,0.3668231
0,0,,0,1617570754208,1617570754832,624,28.198372,22.56801,0.0,0.0,0.0,2.0659251,0.35200733
0,0,,0,1617570754208,1617570754841,633,28.203115,22.547815,0.0,0.0,0.0,2.0848236,0.38200092
0,0,,0,1617570754208,1617570754849,641,28.204792,22.533094,0.0,0.0,0.0,2.0990453,0.34856766
0,0,,0,1617570754208,1617570754857,649,28.20847,22.514597,0.0,0.0,0.0,2.157622,0.37783808
0,0,,0,1617570754208,1617570754866,658,28.210796,22.495234,0.0,0.0,0.0,2.1321416,0.38756597
0,0,,0,1617570754208,1617570754873,665,28.212238,22.48138,0.0,0.0,0.0,2.1434102,0.35646784
0,0,,0,1617570754208,1617570754882,674,28.212877,22.464155,0.0,0.0,0.0,2.1535141,0.36607185
0,0,,0,1617570754208,1617570754891,683,28.21346,22.444046,0.0,0.0,0.0,2.140445,0.39616913
0,0,,0,1617570754208,1617570754898,690,28.212122,22.42549,0.0,0.0,0.0,2.0864346,0.40778065
0,0,,0,1617570754208,1617570754907,699,28.209087,22.40658,0.0,0.0,0.0,2.0191672,0.41863728
0,0,,0,1617570754208,1617570754916,708,28.204575,22.384212,0.0,0.0,0.0,1.9663723,0.44364652
0,0,,0,1617570754208,1617570754924,716,28.200338,22.363434,0.0,0.0,0.0,1.8929838,0.4993988
0,0,,0,1617570754208,1617570754933,725,28.195223,22.340305,0.0,0.0,0.0,1.8533784,0.44719094
0,0,,0,1617570754208,1617570754940,732,28.189686,22.31969,0.0,0.0,0.0,1.792485,0.47643682
0,0,,0,1617570754208,1617570754948,740,28.18455,22.297775,0.0,0.0,0.0,1.757028,0.47538793
0,0,,0,1617570754208,1617570754957,749,28.178078,22.272932,0.0,0.0,0.0,1.6630728,0.4731239
0,0,,0,1617570754208,1617570754974,766,28.164654,22.22386,0.0,0.0,0.0,1.5242352,0.513332
0,0,,0,1617570754208,1617570754982,774,28.158537,22.20325,0.0,0.0,0.0,1.4114842,0.54767185
0,0,,0,1617570754208,1617570754991,783,28.149443,22.176908,0.0,0.0,0.0,1.3195487,0.5150096
0,0,,0,1617570754208,1617570754999,791,28.139359,22.150314,0.0,0.0,0.0,1.2238114,0.5306441
0,0,,0,1617570754208,1617570755007,799,28.131212,22.128878,0.0,0.0,0.0,1.1173613,0.5361202
0,0,,0,1617570754208,1617570755015,807,28.120918,22.104359,0.0,0.0,0.0,0.99390143,0.5348586
0,0,,0,1617570754208,1617570755032,824,28.092983,22.04743,0.0,0.0,0.0,0.6266538,0.59563375
0,0,,0,1617570754208,1617570755040,832,28.078985,22.021734,0.0,0.0,0.0,0.475333,0.59161514
0,0,,0,1617570754208,1617570755050,842,28.062832,21.99329,0.0,0.0,0.0,0.3278046,0.55451983
0,0,,0,1617570754208,1617570755057,849,28.047737,21.967875,0.0,0.0,0.0,0.16761538,0.5513603
0,0,,0,1617570754208,1617570755065,857,28.03438,21.945982,0.0,0.0,0.0,-3.6004186E-4,0.57620585
0,0,,0,1617570754208,1617570755074,866,28.016104,21.914877,0.0,0.0,0.0,-0.13854977,0.56189686
0,0,,0,1617570754208,1617570755082,874,28.003864,21.893461,0.0,0.0,0.0,-0.25601885,0.540996
0,0,,0,1617570754208,1617570755090,882,27.987879,21.866365,0.0,0.0,0.0,-0.42285362,0.5341952
0,0,,0,1617570754208,1617570755108,900,27.956469,21.815662,0.0,0.0,0.0,-0.77240455,0.55573434
0,0,,0,1617570754208,1617570755115,907,27.942429,21.794043,0.0,0.0,0.0,-0.9231112,0.5611833
0,0,,0,1617570754208,1617570755133,925,27.903591,21.736393,0.0,0.0,0.0,-1.3501339,0.5945878
0,0,,0,1617570754208,1617570755140,932,27.886448,21.709568,0.0,0.0,0.0,-1.4995562,0.6294816
0,0,,0,1617570754208,1617570755148,940,27.869532,21.68303,0.0,0.0,0.0,-1.652642,0.57734454
0,0,,0,1617570754208,1617570755157,949,27.852768,21.657145,1.0,1.0,1.0,-1.8043574,0.54629004
0,0,,0,1617570754208,1617570755166,958,27.8352,21.630169,1.0,1.0,1.0,-1.9831756,0.5402912
0,0,,0,1617570754208,1617570755173,965,27.819685,21.606709,1.0,1.0,1.0,-2.1250603,0.5147013
0,0,,0,1617570754208,1617570755191,983,27.790852,21.563234,1.0,1.0,1.0,-2.3722122,0.44428974
0,0,,0,1617570754208,1617570755199,991,27.777767,21.543827,1.0,1.0,1.0,-2.4950373,0.42790538
0,0,,0,1617570754208,1617570755207,999,27.766077,21.526457,1.0,1.0,1.0,-2.587403,0.3889758
0,0,,0,1617570754208,1617570755224,1016,27.740444,21.488985,1.0,1.0,1.0,-2.8086793,0.331876
0,0,,0,1617570754208,1617570755232,1024,27.73162,21.476135,1.0,1.0,1.0,-2.8982756,0.33038312
0,0,,0,1617570754208,1617570755241,1033,27.678173,21.39935,1.0,1.0,1.0,-3.2987382,0.18197757
0,0,,0,1617570754208,1617570755248,1040,27.646418,21.354315,1.0,1.0,1.0,-3.4963512,0.15977074
0,0,,0,1617570754208,1617570755257,1049,27.626581,21.315601,1.0,1.0,1.0,-3.4981866,0.11264987
0,0,,0,1617570754208,1617570755265,1057,27.627785,21.290047,1.0,1.0,1.0,-3.4935038,0.21314648
0,0,,0,1617570754208,1617570755274,1066,27.630695,21.280558,1.0,1.0,1.0,-3.4931376,0.21906641
0,0,,0,1617570754208,1617570755282,1074,27.632103,21.270348,1.0,1.0,1.0,-3.4944124,0.1976909
0,0,,0,1617570754208,1617570755300,1092,27.62945,21.213436,1.0,1.0,1.0,-3.4968374,0.14875606
0,0,,0,1617570754208,1617570755307,1099,27.622425,21.175863,1.0,1.0,1.0,-3.498286,0.109523445
0,0,,0,1617570754208,1617570755315,1107,27.620457,21.141224,1.0,1.0,1.0,-3.4973898,0.13514198
0,0,,0,1617570754208,1617570755334,1126,27.616356,21.068148,1.0,1.0,1.0,-3.498644,0.09740988
0,0,,0,1617570754208,1617570755349,1141,27.615335,21.024023,1.0,1.0,1.0,-3.4987092,0.09505415
0,0,,0,1617570754208,1617570755358,1150,27.616362,20.997149,1.0,1.0,1.0,-3.4991,0.07937558
0,0,,0,1617570754208,1617570755365,1157,27.617632,20.992609,1.0,1.0,1.0,-3.498694,0.095597334
0,0,,0,1617570754208,1617570755374,1166,27.619307,20.985806,1.0,1.0,1.0,-3.4958107,0.17119399
0,0,,0,1617570754208,1617570755383,1175,27.622301,20.976074,1.0,1.0,1.0,-3.4959247,0.1688527
0,0,,0,1617570754208,1617570755399,1191,27.628927,20.958773,1.0,1.0,1.0,-3.4926305,0.2270087
0,0,,0,1617570754208,1617570755408,1200,27.632992,20.94644,1.0,1.0,1.0,-3.4928305,0.22390793
0,0,,0,1617570754208,1617570755416,1208,27.638506,20.935968,1.0,1.0,1.0,-3.4909353,0.2517367
0,0,,0,1617570754208,1617570755423,1215,27.643888,20.924465,1.0,1.0,1.0,-3.4428346,0.29693165
0,0,,0,1617570754208,1617570755441,1233,27.656523,20.89605,1.0,1.0,1.0,-3.2928038,0.27486604
0,0,,0,1617570754208,1617570755449,1241,27.662724,20.884232,1.0,1.0,1.0,-3.2634034,0.27552238
0,0,,0,1617570754208,1617570755465,1257,27.671177,20.858929,1.0,1.0,1.0,-3.2347558,0.2727448
0,0,,0,1617570754208,1617570755474,1266,27.673866,20.847355,1.0,1.0,1.0,-3.168562,0.24052171
0,0,,0,1617570754208,1617570755482,1274,27.679462,20.835165,1.0,1.0,1.0,-3.1005259,0.23436469
0,0,,0,1617570754208,1617570755490,1282,27.68464,20.824621,1.0,1.0,1.0,-3.029058,0.2798628
0,0,,0,1617570754208,1617570755499,1291,27.691715,20.81076,1.0,1.0,1.0,-2.9233603,0.2910037
0,0,,0,1617570754208,1617570755516,1308,27.706173,20.7827,1.0,1.0,1.0,-2.7989523,0.32428312
0,0,,0,1617570754208,1617570755542,1334,27.732576,20.738894,1.0,1.0,1.0,-2.4916224,0.31017813
0,0,,0,1617570754208,1617570755549,1341,27.739634,20.727158,1.0,1.0,1.0,-2.4552336,0.31079835
0,0,,0,1617570754208,1617570755557,1349,27.748302,20.711197,1.0,1.0,1.0,-2.3565514,0.34415773
0,0,,0,1617570754208,1617570755566,1358,27.756523,20.69519,1.0,1.0,1.0,-2.2724578,0.2811202
0,0,,0,1617570754208,1617570755574,1366,27.764204,20.683537,1.0,1.0,1.0,-2.1826324,0.3244979
0,0,,0,1617570754208,1617570755582,1374,27.773,20.667751,1.0,1.0,1.0,-2.1069486,0.33693448
0,0,,0,1617570754208,1617570755591,1383,27.781677,20.650663,1.0,1.0,1.0,-2.0332727,0.34644887
0,0,,0,1617570754208,1617570755608,1400,27.80044,20.618282,1.0,1.0,1.0,-1.7876431,0.35859218
0,0,,0,1617570754208,1617570755624,1416,27.818804,20.585772,1.0,1.0,1.0,-1.5832396,0.42406118
0,0,,0,1617570754208,1617570755633,1425,27.831377,20.566065,1.0,1.0,1.0,-1.4163424,0.39577004
0,0,,0,1617570754208,1617570755641,1433,27.84447,20.54648,1.0,1.0,1.0,-1.3083912,0.39962253
0,0,,0,1617570754208,1617570755649,1441,27.85433,20.530506,1.0,1.0,1.0,-1.2256894,0.41160432
0,0,,0,1617570754208,1617570755658,1450,27.865536,20.510372,1.0,1.0,1.0,-1.1313088,0.41451246
0,0,,0,1617570754208,1617570755665,1457,27.875975,20.493135,1.0,1.0,1.0,-1.0068086,0.3702913
0,0,,0,1617570754208,1617570755674,1466,27.88551,20.476252,1.0,1.0,1.0,-0.9696425,0.38567385
0,0,,0,1617570754208,1617570755683,1475,27.894835,20.45696,1.0,1.0,1.0,-0.8467153,0.38496727
0,0,,0,1617570754208,1617570755690,1482,27.90222,20.441826,1.0,1.0,1.0,-0.8273638,0.40416428
0,0,,0,1617570754208,1617570755708,1500,27.917892,20.400469,1.0,1.0,1.0,-0.71195227,0.43358898
0,0,,0,1617570754208,1617570755716,1508,27.924812,20.381392,1.0,1.0,1.0,-0.6092963,0.43322322
0,0,,0,1617570754208,1617570755724,1516,27.930355,20.361494,1.0,1.0,1.0,-0.5593833,0.43618923
0,0,,0,1617570754208,1617570755740,1532,27.941809,20.321177,1.0,1.0,1.0,-0.4286983,0.45699778
0,0,,0,1617570754208,1617570755757,1549,27.95432,20.273956,1.0,1.0,1.0,-0.32652128,0.4521427
0,0,,0,1617570754208,1617570755791,1583,27.975449,20.187586,1.0,1.0,1.0,-0.15766603,0.47554573
0,0,,0,1617570754208,1617570755800,1592,27.980858,20.165173,1.0,1.0,1.0,-0.09132761,0.44642875
0,0,,0,1617570754208,1617570755807,1599,27.985264,20.144045,1.0,1.0,1.0,-0.05112019,0.44653317
0,0,,0,1617570754208,1617570755816,1608,27.98875,20.123045,1.0,1.0,1.0,-0.055512983,0.5000571
0,0,,0,1617570754208,1617570755823,1615,27.99232,20.101412,1.0,1.0,1.0,-0.022155259,0.49906883
0,0,,0,1617570754208,1617570755832,1624,27.99417,20.079308,1.0,1.0,1.0,-0.019770727,0.5236139
0,0,,0,1617570754208,1617570755840,1632,27.995586,20.052677,1.0,1.0,1.0,-0.04049675,0.5639996
0,0,,0,1617570754208,1617570755849,1641,27.99537,20.028305,1.0,1.0,1.0,-0.07838579,0.56203717
0,0,,0,1617570754208,1617570755857,1649,27.994234,20.003647,1.0,1.0,1.0,-0.099999845,0.5805752
0,0,,0,1617570754208,1617570755866,1658,27.992897,19.975115,1.0,1.0,1.0,-0.12311963,0.59035194
0,0,,0,1617570754208,1617570755882,1674,27.987267,19.920128,1.0,1.0,1.0,-0.17401157,0.58791745
0,0,,0,1617570754208,1617570755890,1682,27.984152,19.896492,1.0,1.0,1.0,-0.25294006,0.6142732
0,0,,0,1617570754208,1617570755916,1708,27.958548,19.796103,1.0,1.0,1.0,-0.6433087,0.7265418
0,0,,0,1617570754208,1617570755934,1726,27.931248,19.724722,1.0,1.0,1.0,-0.97938263,0.7508781
0,0,,0,1617570754208,1617570755940,1732,27.918043,19.694357,1.0,1.0,1.0,-1.1534792,0.7889616
0,0,,0,1617570754208,1617570755950,1742,27.900051,19.655212,1.0,1.0,1.0,-1.3465841,0.7803431
0,0,,0,1617570754208,1617570755958,1750,27.883408,19.620626,1.0,1.0,1.0,-1.5291896,0.78223497
0,0,,0,1617570754208,1617570755965,1757,27.866497,19.58662,1.0,1.0,1.0,-1.6961336,0.75865537
0,0,,0,1617570754208,1617570755974,1766,27.847832,19.549921,1.0,1.0,1.0,-1.8774719,0.7293663
0,0,,0,1617570754208,1617570755982,1774,27.831593,19.518633,1.0,1.0,1.0,-2.0219636,0.6854332
0,0,,0,1617570754208,1617570755990,1782,27.818176,19.491373,1.0,1.0,1.0,-2.1209288,0.6708875
0,0,,0,1617570754208,1617570755999,1791,27.801394,19.457298,1.0,1.0,1.0,-2.2868986,0.6473276
0,0,,0,1617570754208,1617570756015,1807,27.741726,19.342081,1.0,1.0,1.0,-2.7874928,0.5315231
0,0,,0,1617570754208,1617570756041,1833,27.61079,19.103466,1.0,1.0,1.0,-3.4984913,0.10275419
0,0,,0,1617570754208,1617570756049,1841,27.592136,19.072193,1.0,1.0,1.0,-3.4983492,0.107475035
0,0,,0,1617570754208,1617570756057,1849,27.574568,19.043764,1.0,1.0,1.0,-3.499252,0.07234369
0,0,,0,1617570754208,1617570756065,1857,27.56089,19.022156,1.0,1.0,1.0,-3.4995983,0.05302724
0,0,,0,1617570754208,1617570756073,1865,27.548422,19.00273,1.0,1.0,1.0,-3.4997993,0.037478264
0,0,,0,1617570754208,1617570756082,1874,27.5363,18.983976,1.0,1.0,1.0,-3.4993727,0.066261925
0,0,,0,1617570754208,1617570756091,1883,27.525772,18.967766,1.0,1.0,1.0,-3.4995239,0.05772636
0,0,,0,1617570754208,1617570756100,1892,27.518658,18.944855,1.0,1.0,1.0,-3.4998405,0.0334284
0,0,,0,1617570754208,1617570756107,1899,27.50995,18.925251,1.0,1.0,1.0,-3.4995217,0.057847235
0,0,,0,1617570754208,1617570756124,1916,27.484293,18.847578,1.0,1.0,1.0,-0.011929973,0.004858862
0,0,,0,1617570754208,1617570756132,1924,27.464697,18.821386,1.0,1.0,1.0,-0.0022205273,0.0029879406
0,0,,0,1617570754208,1617570756140,1932,27.4482,18.798595,1.0,1.0,1.0,0.0025668738,0.0016875549
0,0,,0,1617570754208,1617570756158,1950,27.407267,18.733347,3.0,2.0,1.0,-0.009069936,0.017712317
0,0,,0,1617570754208,1617570756166,1958,27.39049,18.704662,3.0,2.0,1.0,-0.0041493126,0.004473181
0,0,,0,1617570754208,1617570756184,1976,27.361979,18.66003,3.0,2.0,1.0,-0.0074548754,0.011384388
0,0,,0,1617570754208,1617570756190,1982,27.349089,18.63989,3.0,2.0,1.0,0.00618628,-0.009283718
0,0,,0,1617570754208,1617570756199,1991,27.339706,18.624672,3.0,2.0,1.0,0.011898081,-0.019001909
0,0,,0,1617570754208,1617570756207,1999,27.323265,18.595459,3.0,2.0,1.0,0.0437175,-0.01102972
0,0,,0,1617570754208,1617570756215,2007,27.335897,18.570396,3.0,2.0,1.0,-0.017961284,0.03738624
0,0,,0,1617570754208,1617570756233,2025,27.337395,18.499868,3.0,2.0,1.0,-0.022845084,-0.008292225
0,0,,0,1617570754208,1617570756240,2032,27.334614,18.478865,3.0,2.0,1.0,0.021123214,0.013670933
0,0,,0,1617570754208,1617570756248,2040,27.340399,18.437778,3.0,2.0,1.0,0.024299921,0.0123034865
0,0,,0,1617570754208,1617570756258,2050,27.35292,18.395124,3.0,2.0,1.0,0.028376501,0.0016653339
0,0,,0,1617570754208,1617570756265,2057,27.361122,18.357924,3.0,2.0,1.0,0.025933508,-0.014060857
0,0,,0,1617570754208,1617570756282,2074,27.39092,18.277102,3.0,2.0,1.0,-0.033046063,0.017992526
0,0,,0,1617570754208,1617570756290,2082,27.40779,18.241158,3.0,2.0,1.0,-0.0130352955,0.02282561
0,0,,0,1617570754208,1617570756308,2100,27.432062,18.15626,3.0,2.0,1.0,0.023365362,-0.024597945
0,0,,0,1617570754208,1617570756316,2108,27.451002,18.11127,3.0,2.0,1.0,-0.024810476,-0.0074694506
0,0,,0,1617570754208,1617570756324,2116,27.467007,18.088474,3.0,2.0,1.0,-0.004203313,0.03144161
0,0,,0,1617570754208,1617570756332,2124,27.485115,18.039255,3.0,2.0,1.0,0.011615801,0.0011565845
0,0,,0,1617570754208,1617570756349,2141,27.510681,17.980896,3.0,2.0,1.0,-0.050221436,0.045222346
0,0,,0,1617570754208,1617570756357,2149,27.519245,17.966393,3.0,2.0,1.0,-0.09890674,0.07142813
0,0,,0,1617570754208,1617570756366,2158,27.536692,17.936127,3.0,2.0,1.0,-0.257937,0.09203497
0,0,,0,1617570754208,1617570756374,2166,27.55056,17.910397,3.0,2.0,1.0,-0.32852632,0.072590426
0,0,,0,1617570754208,1617570756391,2183,27.589138,17.850597,3.0,2.0,1.0,-0.50106084,0.1320699
0,0,,0,1617570754208,1617570756398,2190,27.598146,17.83728,3.0,2.0,1.0,-0.5567301,0.14198168
0,0,,0,1617570754208,1617570756408,2200,27.604147,17.828257,3.0,2.0,1.0,-0.59172475,0.22499329
0,0,,0,1617570754208,1617570756424,2216,27.620327,17.805855,3.0,2.0,1.0,-0.682829,0.29708958
0,0,,0,1617570754208,1617570756441,2233,27.64329,17.773834,3.0,2.0,1.0,-0.7588448,0.3922811
0,0,,0,1617570754208,1617570756457,2249,27.674114,17.736437,3.0,2.0,1.0,-0.73517025,0.4190928
0,0,,0,1617570754208,1617570756465,2257,27.690603,17.716755,3.0,2.0,1.0,-0.76212883,0.4388598
0,0,,0,1617570754208,1617570756473,2265,27.708206,17.696474,3.0,2.0,1.0,-0.7197,0.47145402
0,0,,0,1617570754208,1617570756499,2291,27.768518,17.625208,3.0,2.0,1.0,-0.659158,0.51708335
0,0,,0,1617570754208,1617570756507,2299,27.788399,17.602524,3.0,2.0,1.0,-0.5815693,0.5000263
0,0,,0,1617570754208,1617570756523,2315,27.83138,17.556324,3.0,2.0,1.0,-0.41394234,0.55789423
0,0,,0,1617570754208,1617570756540,2332,27.880499,17.50352,3.0,2.0,1.0,-0.19378924,0.556557
0,0,,0,1617570754208,1617570756549,2341,27.907888,17.474974,3.0,2.0,1.0,-0.034400225,0.57090116
0,0,,0,1617570754208,1617570756558,2350,27.93302,17.449203,3.0,2.0,1.0,0.13193706,0.5915926
0,0,,0,1617570754208,1617570756565,2357,27.958881,17.423029,3.0,2.0,1.0,0.29233745,0.59170204
0,0,,0,1617570754208,1617570756573,2365,27.985107,17.396744,3.0,2.0,1.0,0.46670637,0.591634
0,0,,0,1617570754208,1617570756591,2383,28.042595,17.339687,3.0,2.0,1.0,0.84022236,0.54209006
0,0,,0,1617570754208,1617570756599,2391,28.066757,17.314745,3.0,2.0,1.0,1.0079187,0.54958314
0,0,,0,1617570754208,1617570756610,2402,28.098175,17.28128,3.0,2.0,1.0,1.2577538,0.5576569
0,0,,0,1617570754208,1617570756619,2411,28.122408,17.25457,3.0,2.0,1.0,1.4666634,0.493052
0,0,,0,1617570754208,1617570756637,2429,28.163845,17.20883,3.0,2.0,1.0,1.8118681,0.4778233
0,0,,0,1617570754208,1617570756643,2435,28.178135,17.190317,3.0,2.0,1.0,1.943963,0.4360139
0,0,,0,1617570754208,1617570756660,2452,28.209875,17.147562,3.0,2.0,1.0,2.276953,0.4272686
0,0,,0,1617570754208,1617570756669,2461,28.223783,17.126694,3.0,2.0,1.0,2.408577,0.4287458
0,0,,0,1617570754208,1617570756678,2470,28.233822,17.108372,3.0,2.0,1.0,2.5415177,0.38733292
